Cupriavidus	Q0K5T4
Cupriavidus	Q0KF09
Cupriavidus	Q0K3S6
Cupriavidus	Q0K3N1
Cupriavidus	Q8KLU8
Cupriavidus	P27745
Cupriavidus	Q0K5M6
Cupriavidus	Q0K5M7
Cupriavidus	Q9X6U2
Cupriavidus	Q0KBK4
Cupriavidus	P27748
Cupriavidus	Q0K7F5
Cupriavidus	Q0KDR8
Cupriavidus	Q0KBP1
Cupriavidus	P27746
Cupriavidus	Q0K793
Cupriavidus	Q0KF88
Cupriavidus	Q8VM97
Cupriavidus	Q0K7M0
Cupriavidus	P52992
Cupriavidus	Q0K7L4
Cupriavidus	Q0K8N7
Cupriavidus	Q0KDR7
Cupriavidus	Q04540
Cupriavidus	P27747
Cupriavidus	Q0KBK3
Cupriavidus	Q0K998
Cupriavidus	Q0K9U5
Cupriavidus	P27749
Cupriavidus	Q0KBW5
Cupriavidus	Q0K292
Cupriavidus	Q0KD76
Cupriavidus	Q0KEP0
Cupriavidus	Q0K8Y4
Cupriavidus	Q0K846
Cupriavidus	Q0K7S4
Cupriavidus	Q0KED8
Cupriavidus	Q0K739
Cupriavidus	Q0K7N2
Cupriavidus	Q0K786
Cupriavidus	Q0K844
Cupriavidus	Q0KCP6
Cupriavidus	Q0K623
Cupriavidus	Q0K5M5
Cupriavidus	Q0KF86
Cupriavidus	Q0K8M2
Cupriavidus	Q0KEX1
Cupriavidus	Q0K572
Cupriavidus	Q0KDH9
Cupriavidus	Q0K860
Cupriavidus	Q0K5N1
Cupriavidus	Q0K6L4
Cupriavidus	Q0KEQ3
Cupriavidus	Q0KEM6
Cupriavidus	Q0K9W2
Cupriavidus	Q0K181
Cupriavidus	Q0K5P5
Cupriavidus	Q0K8N9
Cupriavidus	Q0KED6
Cupriavidus	Q0KC14
Cupriavidus	Q7WXC1
Cupriavidus	Q0KA17
Cupriavidus	Q0K651
Cupriavidus	Q0K5M3
Cupriavidus	Q0K7H7
Cupriavidus	Q0KCA7
Cupriavidus	Q0K4N8
Cupriavidus	Q0KBD2
Cupriavidus	P31638
Cupriavidus	P42722
Cupriavidus	P19924
Cupriavidus	Q0KBT2
Cupriavidus	Q0K692
Cupriavidus	Q0K9E3
Cupriavidus	Q0K689
Cupriavidus	Q0K7G0
Cupriavidus	Q0K848
Cupriavidus	Q0KF07
Cupriavidus	Q0K5N7
Cupriavidus	Q0K9B9
Cupriavidus	Q0KER8
Cupriavidus	Q0K4F6
Cupriavidus	Q0K2R3
Cupriavidus	Q0K981
Cupriavidus	P19911
Cupriavidus	Q0K8J6
Cupriavidus	Q0K2K6
Cupriavidus	Q0KFE6
Cupriavidus	P46368
Cupriavidus	Q0K757
Cupriavidus	Q0KCE4
Cupriavidus	Q0KCW5
Cupriavidus	Q7WXB8
Cupriavidus	Q0KCD1
Cupriavidus	Q0KCE1
Cupriavidus	Q0KA05
Cupriavidus	P28614
Cupriavidus	Q0KCY0
Cupriavidus	P19912
Cupriavidus	P50321
Cupriavidus	P50322
Cupriavidus	Q0K8F5
Cupriavidus	Q0KE19
Cupriavidus	Q0KFF8
Cupriavidus	Q0K5M4
Cupriavidus	Q59100
Cupriavidus	Q0K6M6
Cupriavidus	P40119
Cupriavidus	Q0K1H0
Cupriavidus	P40853
Cupriavidus	P31892
Cupriavidus	Q0KDH0
Cupriavidus	Q0K5Z9
Cupriavidus	Q0KA22
Cupriavidus	Q0K8L9
Cupriavidus	Q0KDG3
Cupriavidus	Q0K0X8
Cupriavidus	Q0KEP4
Cupriavidus	Q0K661
Cupriavidus	P19923
Cupriavidus	Q0KF58
Cupriavidus	P40852
Cupriavidus	Q0KBM9
Cupriavidus	Q0KFM5
Cupriavidus	Q0KCS7
Cupriavidus	Q0KCC0
Cupriavidus	Q0K9H3
Cupriavidus	P31899
Cupriavidus	P31909
Cupriavidus	P31914
Cupriavidus	Q0K693
Cupriavidus	Q0KFE7
Cupriavidus	Q0KFG1
Cupriavidus	Q0K6H7
Cupriavidus	Q0K0V6
Cupriavidus	Q0KCG7
Cupriavidus	Q0K6N1
Cupriavidus	P31903
Cupriavidus	O87816
Cupriavidus	Q0KF42
Cupriavidus	Q0JYN7
Cupriavidus	Q0KA28
Cupriavidus	Q0KED0
Cupriavidus	Q0KFR8
Cupriavidus	Q0K8D7
Cupriavidus	Q0K8Z9
Cupriavidus	Q0KBC7
Cupriavidus	Q0KBT3
Cupriavidus	Q0K9V9
Cupriavidus	Q0KBR7
Cupriavidus	Q0K799
Cupriavidus	Q0K8N0
Cupriavidus	P45805
Cupriavidus	P31902
Cupriavidus	Q0KF69
Cupriavidus	Q0K3S5
Cupriavidus	Q0K3N2
Cupriavidus	Q0KCS0
Cupriavidus	Q0K391
Cupriavidus	Q0K6M4
Cupriavidus	Q0KBC0
Cupriavidus	Q0K971
Cupriavidus	Q9K4V0
Cupriavidus	Q0KE17
Cupriavidus	P50320
Cupriavidus	Q0K4F5
Cupriavidus	Q0K686
Cupriavidus	Q0KFI5
Cupriavidus	Q0JZW8
Cupriavidus	Q0K8S4
Cupriavidus	Q04541
Cupriavidus	Q0K7Z0
Cupriavidus	P40118
Cupriavidus	P31891
Cupriavidus	P31900
Cupriavidus	Q0KBC8
Cupriavidus	P31905
Cupriavidus	Q0K6G3
Cupriavidus	Q0KA27
Cupriavidus	Q07251
Cupriavidus	Q0KCE2
Cupriavidus	Q0KDL8
Cupriavidus	O68273
Cupriavidus	Q0K861
Cupriavidus	Q0K776
Cupriavidus	Q0KCT8
Cupriavidus	Q0KAQ9
Cupriavidus	Q0KDN9
Cupriavidus	P31913
Cupriavidus	Q0KF39
Cupriavidus	P22317
Cupriavidus	P31910
Cupriavidus	P22319
Cupriavidus	Q0KBB2
Cupriavidus	Q0K705
Cupriavidus	Q0K694
Cupriavidus	P52993
Cupriavidus	Q0KA32
Cupriavidus	Q0K4I1
Cupriavidus	Q59106
Cupriavidus	Q0K5L6
Cupriavidus	Q0KE68
Cupriavidus	Q0K5M8
Cupriavidus	Q0K7W8
Cupriavidus	Q0KE93
Cupriavidus	Q0KF61
Cupriavidus	Q0KCS3
Cupriavidus	Q0K2D1
Cupriavidus	Q0K6M1
Cupriavidus	Q0KBC9
Cupriavidus	Q9K4U8
Cupriavidus	Q0K6M5
Cupriavidus	Q7WXK8
Cupriavidus	Q0K0L8
Cupriavidus	Q07252
Cupriavidus	Q0KCU2
Cupriavidus	Q0KFF7
Cupriavidus	Q0K815
Cupriavidus	Q0KD22
Cupriavidus	Q0K645
Cupriavidus	Q0KBZ0
Cupriavidus	P22320
Cupriavidus	P23608
Cupriavidus	Q0K762
Cupriavidus	Q0K7X9
Cupriavidus	Q0KF16
Cupriavidus	Q0K7W0
Cupriavidus	O34162
Cupriavidus	Q0KB67
Cupriavidus	Q0KET8
Cupriavidus	Q0K695
Cupriavidus	O07451
Cupriavidus	Q0KDL6
Cupriavidus	Q0KCS8
Cupriavidus	Q0K1N8
Cupriavidus	Q0K967
Cupriavidus	Q0KEN8
Cupriavidus	Q0KBK6
Cupriavidus	Q0KA02
Cupriavidus	Q0KEB0
Cupriavidus	Q0K640
Cupriavidus	Q0K958
Cupriavidus	Q0KCS2
Cupriavidus	Q0K685
Cupriavidus	Q0KFG6
Cupriavidus	Q59098
Cupriavidus	Q0KBD1
Cupriavidus	Q0K8Y7
Cupriavidus	P31898
Cupriavidus	Q0KCS9
Cupriavidus	Q0KEP7
Cupriavidus	P50319
Cupriavidus	P14697
Cupriavidus	Q0K6P4
Cupriavidus	Q0K959
Cupriavidus	Q0K606
Cupriavidus	Q0K929
Cupriavidus	Q0KA43
Cupriavidus	Q0KBP2
Cupriavidus	Q0KEC0
Cupriavidus	Q0K637
Cupriavidus	Q0KBZ3
Cupriavidus	Q0KD64
Cupriavidus	Q0KCT4
Cupriavidus	Q0K6A4
Cupriavidus	Q59097
Cupriavidus	Q0K669
Cupriavidus	P31901
Cupriavidus	Q0K6Y5
Cupriavidus	Q0K8L8
Cupriavidus	Q0K646
Cupriavidus	Q0KE35
Cupriavidus	Q0K980
Cupriavidus	Q0K437
Cupriavidus	Q0KDH7
Cupriavidus	Q0K635
Cupriavidus	P42721
Cupriavidus	Q0K7V9
Cupriavidus	Q0KD78
Cupriavidus	Q0KED9
Cupriavidus	Q0JY21
Cupriavidus	Q0KCT5
Cupriavidus	Q0K8H3
Cupriavidus	Q0KD79
Cupriavidus	Q0K950
Cupriavidus	Q0K6L6
Cupriavidus	Q0K5C0
Cupriavidus	Q0K9J4
Cupriavidus	Q0K8K6
Cupriavidus	Q0K784
Cupriavidus	Q0KD27
Cupriavidus	Q0K619
Cupriavidus	Q0K5B8
Cupriavidus	Q0K605
Cupriavidus	Q0K6X3
Cupriavidus	Q0K926
Cupriavidus	Q0K7K0
Cupriavidus	Q0KEC1
Cupriavidus	Q0KCG3
Cupriavidus	Q0KEG8
Cupriavidus	Q07259
Cupriavidus	Q0K9E7
Cupriavidus	Q0KA30
Cupriavidus	Q0K9C0
Cupriavidus	Q0K620
Cupriavidus	P40117
Cupriavidus	Q0K603
Cupriavidus	Q0K963
Cupriavidus	Q0K1E0
Cupriavidus	Q0KBK5
Cupriavidus	Q0KFB0
Cupriavidus	Q0K7S5
Cupriavidus	Q0KFI3
Cupriavidus	Q0K6V7
Cupriavidus	Q0KA19
Cupriavidus	Q0K8N3
Cupriavidus	Q0K808
Cupriavidus	Q0K622
Cupriavidus	Q0KBT4
Cupriavidus	P23537
Cupriavidus	Q0KEU1
Cupriavidus	Q0K7T9
Cupriavidus	P39185
Cupriavidus	Q0K638
Cupriavidus	Q0K6P5
Cupriavidus	Q0KE53
Cupriavidus	Q0KF45
Cupriavidus	Q0KFE3
Cupriavidus	Q0KET5
Cupriavidus	Q0K8N6
Cupriavidus	P39186
Cupriavidus	Q0K7I6
Cupriavidus	Q0KE20
Cupriavidus	P31911
Cupriavidus	P29267
Cupriavidus	P22318
Cupriavidus	P23516
Cupriavidus	Q0K7D1
Cupriavidus	Q0KCJ6
Cupriavidus	Q0K6P7
Cupriavidus	P28615
Cupriavidus	Q0K8W6
Cupriavidus	Q0K6P9
Cupriavidus	Q0K641
Cupriavidus	Q0KA18
Cupriavidus	Q0K629
Cupriavidus	Q0K6I0
Cupriavidus	Q0K604
Cupriavidus	Q0K632
Cupriavidus	Q0K6N3
Cupriavidus	Q0K2U3
Cupriavidus	Q0KEQ0
Cupriavidus	Q0KCA9
Cupriavidus	Q0KDK9
